Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"At least four demonstrators were killed by police, 
but the discovery of more than 20 bodies in the aftermath has prompted 
speculation that the death tally could be much higher.",16.560000000000002,0.0034270726508433915,77,-0.009475206112164038,0.004150308748162133,0.7558139022672674
"In his speech, 
Hun Sen blamed the violence on opposition leaders, saying the demonstrations 
instigated social and economic chaos. 
 
",47.84,0.004146914471835894,82,-0.04572197331119337,0.004514908325717827,0.7537985806382368
"Cambodia's two-party opposition asked the Asian Development Bank Monday 
to stop providing loans to the incumbent government, which it calls 
illegal.",80.96000000000001,0.0037491509070922465,102,0.028795413266290783,0.004721886606828457,0.7618839008148695
"Negotiations to form the next government have become deadlocked, 
and opposition party leaders Prince Norodom Ranariddh and Sam Rainsy 
are out of the country following threats of arrest from strongman 
Hun Sen. Hun Sen complained Monday that the opposition was trying 
to make its members' return an international issue.",267.72,0.013033661520018315,184,-0.08682866880611435,0.00484053477424229,0.7774128902849493
"Hun Sen's ruling 
party narrowly won a majority in elections in July, but the opposition 
_ claiming widespread intimidation and fraud _ has denied Hun Sen 
the two-thirds vote in parliament required to approve the next government. 
",192.28,0.00792337466931641,145,0.06550484007800046,0.004817482341759111,0.5490709145326454
"Meanwhile, it says, the old government is holding power illegally. 
",47.84,0.0038337117162878247,28,0.0502232367610327,0.004454254941808425,0.6672172645593402
"Ranariddh and Sam Rainsy renewed their international lobbying campaign 
against the old government Monday in a letter to ADB President Mitsuo 
Sato calling for the bank to stop lending money to it.",58.88,0.002211955477120418,117,-0.01921982842264064,0.004541999933818586,0.768167799275389
"``We respectfully 
advise the Asian Development Bank not to provide any new loans to 
the current regime in Cambodia,'' the two party leaders wrote.",84.64,0.0023730214711827746,86,0.005506303230105294,0.004593230727067761,0.7600673515685242
"``At 
best the current regime could be considered a caretaker government 
as it has not been approved by the National Assembly.''",45.080000000000005,0.0031514675774350453,63,0.088903364072218,0.004609000098160948,0.7386708491918617
"After a meeting 
between Hun Sen and the new French ambassador to Cambodia, Hun Sen 
aide Prak Sokhonn said the Cambodian leader had repeated calls for 
the opposition to return, but expressed concern that the international 
community may be asked for security guarantees.",93.84,0.005824800237488874,152,-0.0672995357720366,0.004779064673479354,0.7730347045775106
"``There have been 
reports that there is an attempt to internationalize the return of 
those members of parliament on the excuse of security problems,'' 
Prak Sokhonn said.",49.68,0.003385243902920075,83,-0.039952757836401225,0.004570291142084471,0.6031413379962878
"``Some (opposition politicians) have wanted the 
United Nations to help guarantee a safe return for them.''",63.480000000000004,0.002627256765774614,56,-0.05146209368581694,0.004582655065921774,0.729944393579799
"The U.N. 
secretary-general's representative office in Phnom Penh provided monitors 
to opposition politicians after they returned to Cambodia to participate 
in the July election.",68.08,0.00633718949340289,117,-0.020623605229112652,0.004743294237802314,0.7612869662167995
The monitoring ended Sept. 30.,1.84,0.002138395010320338,19,-0.004346786996811961,0.003776510702801031,0.6845810487100997
"``Our office 
has not received any official request for that operation to be started 
up again,'' U.N. diplomat Jonathan Prentice said Monday in reaction 
to Prak Sokhonn's statement.",23.0,0.001983435662560973,101,-0.006316971621515396,0.004371654798278453,0.7620670718005167
"The opposition has insisted that any 
further talks on the next government must take place outside the country, 
but the ruling party has rejected allegations of intimidation and 
recently guaranteed opposition members' safety inside the country. 
",228.16,0.005857947487312601,131,-0.07948527570433737,0.004793076086616284,0.7667543583520633
"Diplomatic efforts to revive the stalled talks appeared to bear fruit 
Monday as Japanese Foreign Affairs Secretary of State Nobutaka Machimura 
said King Norodom Sihanouk has called on Ranariddh and Sam Rainsy 
to return to Cambodia.",19.32,0.004946548155078766,159,-0.04474678878125637,0.004644047776490335,0.7761410029527401
"Less than two weeks after abandoning hope that 
he could influence the parties to reach a compromise, Sihanouk is 
now ``strongly interested'' in presiding over a summit meeting of 
the three party leaders in Cambodia, Machimura said. 
 
",105.80000000000001,0.003906384961561571,118,0.014630390960624854,0.004719282073565391,0.7648034575451328
"Cambodia's ruling party responded Tuesday to criticisms of its leader 
in the U.S. Congress with a lengthy defense of strongman Hun Sen's 
human rights record.",95.68,0.00390777751846847,101,0.00584661597063436,0.004796937481791138,0.7653997099826366
"The Cambodian People's Party criticized a non-binding 
resolution passed earlier this month by the U.S. House of Representatives 
calling for an investigation into violations of international humanitarian 
law allegedly committed by Hun Sen. Events mentioned in the resolution 
include Hun Sen's coup last year against his co-prime minister, Prince 
Norodom Ranariddh, and his violent crackdown in September against 
anti-government demonstrations.",65.32000000000001,0.006767563380987257,293,0.015571876447665188,0.004894780268760971,0.7852448124530622
"A copy of the resolution has since 
been submitted to the U.S. Senate Committee on Foreign Relations. 
",6.44,0.0024754807593013292,50,0.016093759092773236,0.004129721112846272,0.7306927800529306
"``The CPP would like to launch an appeal to U.S. senators to wisely 
and realistically consider this draft resolution and give justice 
to the CPP, Hun Sen and the Cambodian people by not approving it,'' 
the party said in a statement.",104.88000000000001,0.005122049905002957,112,0.03594797984641831,0.004733251759232188,0.7678758882481312
"It defended Hun Sen's ouster of Ranariddh 
as a proper response to the prince's attempts at the time to negotiate 
the defections of senior Khmer Rouge rebels.",28.52,0.0040692851236251585,97,-0.029359801248063134,0.004549296112219109,0.7669218577288632
"It also repeated claims 
that the prince's party had moved rebel soldiers into Phnom Penh, 
a contention that remains unproved.",85.56,0.0031538981784543247,71,-0.00804506701457597,0.004625740976706925,0.7494119270758102
"The killings of nearly 100 of 
Ranariddh's supporters documented by U.N. human rights workers in 
the aftermath of the coup were dismissed by the CPP as mostly fabrications 
meant to distort the political situation.",27.6,0.003141335516354133,116,0.00707035578033632,0.0045520292897211125,0.7673588316346265
"Ranariddh and his core supporters 
did not return to Cambodia until a few months before an election in 
July this year that the ruling party narrowly won.",118.68,0.006634912537183894,77,0.052073273284564535,0.004760582398843515,0.7574064288985586
"Ranariddh and his 
opposition ally, Sam Rainsy, refused to accept the election results, 
alleging widespread intimidation and fraud by the CPP.",82.8,0.005244968156379126,94,-0.08108248398511737,0.0043904199792331,0.7621650114864158
"When their 
claims were dismissed by a Hun Sen-friendly court, they rallied their 
supporters into the streets of Phnom Penh.",3.68,0.004155755088080954,61,-0.043863151758583206,0.004540229108327016,0.7539119041554357
"After two weeks of tolerating 
the demonstrations, Hun Sen ordered a violent crackdown that resulted 
in the deaths of at least four protesters.",13.8,0.005234863820806806,72,-0.019643768131208158,0.004449142172082419,0.751838649227267
"U.N. human rights workers 
later discovered more than 20 bodies _",4.6000000000000005,0.0029234781931144283,30,-0.001295471218205385,0.0039505457513744555,0.711234166793528
"many bearing signs of torture 
_ in and around the capital, prompting speculation that the death 
toll could be much higher.",10.120000000000001,0.0028998044932954637,54,-0.0020800086909919416,0.004053643681195988,0.7449570244490467
"The ruling party supported the police action 
in its statement, noting that public property was damaged by protesters 
and that grenades were thrown at Hun Sen's home after Sam Rainsy suggested 
in a speech that the U.S. government should fire cruise missiles at 
Hun Sen.",132.48000000000002,0.005542141333651407,148,-0.03598313513816794,0.004745915988806138,0.7775491529098854
"The opposition claims the grenade attack was staged as an 
excuse to begin the crackdown.",52.440000000000005,0.002245309170289288,53,-0.041071968916701874,0.004379531517196734,0.7394197863799816
"``The leaders of illegal demonstrations 
are the ones who must bear responsibility for the consequences deriving 
from the protest,'' the CPP said Tuesday, referring to the deadly 
violence as ``minor incidents.''",13.8,0.0019458667251428647,110,-0.002127228468838623,0.004411857876812838,0.7651661586332873
"The ruling party also reminded the 
United States that Washington supported a Cambodian exile government 
dominated by the brutal Khmer Rouge in the 1980s.",107.64,0.003223170245948708,97,0.021777319641433413,0.004622695020271464,0.7642010048302049
"The Khmer Rouge 
was responsible for the deaths of as many as 2 million people during 
the guerrilla group's 1975-79 rule of Cambodia.",34.04,0.0026876912733701593,73,0.0008686993054395886,0.004403179368549267,0.7548036363246455
"After a series of 
border clashes, the Khmer Rouge was ousted from power by an invading 
Vietnamese army that set up a surrogate Cambodian communist government 
later led by Hun Sen.",56.120000000000005,0.004534240851620908,106,0.017864952949046577,0.004506327179161601,0.768823348532625
"The ruling party accused U.S. policy-makers 
of not taking timely action to save the Cambodian people from the 
Khmer Rouge.",81.88000000000001,0.0034371443841934705,72,0.004461005650729099,0.004719671190682839,0.7553737268928818
"``They must not make unjust accusations against those 
who led the struggle to liberate the people from genocide,'' it added. 
 
",30.360000000000003,0.001837718536986949,57,0.013576069084315051,0.0041310699855708925,0.7435504691537409
"Cambodia's leading opposition party ruled out sharing the presidency 
of Parliament with its arch foe Saturday, insisting it alone must 
occupy the top position in the legislative body.",123.28,0.005361172476649914,110,0.0005670889540403355,0.004711751119846803,0.7652471971322963
"Disputes over the 
presidency have been a major stumbling block in talks between the 
two-party opposition bloc and the Cambodian People's Party to form 
a new government.",105.80000000000001,0.005395804449426863,98,0.06976647538995093,0.004755020704556236,0.7597906179067464
"Cambodian leader Hun Sen, who heads the CPP, has 
offered to share the legislature's top job with the royalist FUNCINPEC 
party of Prince Norodom Ranariddh in order to break the impasse.",111.32000000000001,0.0056933702702831315,117,0.01454696136513275,0.004637244250355333,0.7703176946395369
"The 
prince's party, in a statement dated Friday and seen Saturday, said 
such a scenario was unconstitutional.",96.60000000000001,0.0036177808874016883,62,0.00531201156322102,0.004581527851684729,0.7372338211737306
"``Co-sharing anything with the 
CPP means surrendering full power to them.",10.120000000000001,0.0037177493573860064,35,0.02252408100551127,0.004567810175602946,0.7064119601045294
"Furthermore, such a proposal 
is unconstitutional,'' the faxed statement said.",15.64,0.0020146739956304386,38,-0.0010590699822502698,0.0036403298144894835,0.6905981876118057
"The royalist party 
also rejected Hun Sen's calls to hold bilateral talks, insisting that 
Ranariddh's main ally Sam Rainsy also be included.",86.48,0.007105880415802833,86,-0.07277914643829957,0.004712010808612356,0.7615340012254018
"``No party with 
seats at the National Assembly should be left out if transparency 
and a check and balance system is to be used in government,'' the 
statement said, adding that the Sam Rainsy Party should also be given 
chairmanship of one of the national assembly's nine commissions.",160.08,0.005818429247037638,135,0.0682165994507396,0.004669220926780287,0.4416328593574239
"Noting 
that FUNCINPEC allowed the CPP to hold the presidency despite its 
win in the 1993 general elections, the statement said it was now its 
turn to take the post.",48.760000000000005,0.006110029227424475,74,0.05937437001194589,0.004785810626972866,0.7559955110501738
"In the most recent elections, held in July, 
Hun Sen's party collected 64 of the 122 parliamentary seats, but was 
short of the two-thirds majority needed to set up a new government. 
",130.64000000000001,0.004699518753199,102,0.19806583706415326,0.0047107305649658196,0.7685421673159955
"Fearing arrest, many opposition members of Parliament left Cambodia 
after the ceremonial opening of the National Assembly on Sep. 24. 
",57.96,0.005152175746620845,84,-0.03717171185196301,0.004719988814402343,0.4455771092914921
A series of negotiations to forge a new government have failed.,42.32,0.0025179462495249177,36,0.03841059652468349,0.004249542997434451,0.706604230336646
"The 
talks have been complicated by the CPP-FUNCINPEC quarrel over the 
Parliament's top job.",11.040000000000001,0.0035084732027008845,51,0.025218006716997997,0.004609204169309539,0.7219787135107909
"Hun Sen's party recently called on Ranariddh 
to return to the negotiation table and said it was willing to make 
an ``appropriate concession'' to break the deadlock over forming a 
government.",156.4,0.006084658094135478,96,0.04888669022350263,0.004797717275691188,0.7560948667607464
"FUNCINPEC has demanded from Hun Sen written guarantees 
for the safety of its members and activities as a precondition for 
re-entering negotiations. 
 
",11.040000000000001,0.004161789676351873,86,-0.03588801984162644,0.004719867249141868,0.754911476232563
"Cambodia's bickering political parties broke a three-month deadlock 
Friday and agreed to a coalition government leaving strongman Hun 
Sen as sole prime minister, King Norodom Sihanouk announced.",101.2,0.008875592283521002,147,0.05520597323318144,0.004852059279219186,0.770651213001551
"In a 
long-elusive compromise, opposition leader Prince Norodom Ranariddh 
will become president of the National Assembly resulting from disputed 
elections in July, even though Hun Sen's party holds a majority of 
64 seats in the 122-member chamber.",143.52,0.007249384861736552,157,0.1191989002228978,0.004822404711544124,0.7767483060663789
"Hun Sen's Cambodian People's Party 
dropped insistence on a joint assembly chairmanship shared by Ranariddh 
and party boss Chea Sim, the current speaker.",95.68,0.005564426978984701,109,0.03204204235667638,0.0046354838363660816,0.6064942047213685
"It was one of the main 
stumbling blocks in months of discord.",5.5200000000000005,0.0015719881847554645,30,0.013410754025573263,0.004004199610931598,0.7023314716363985
"Instead, Sihanouk announced, 
the constitution will be modified to create a new Senate, which Chea 
Sim will head.",5.5200000000000005,0.0032867933897822625,57,0.023659250041841082,0.004218662462629737,0.7444634969394062
"Chea Sim will still serve as acting head of state during 
the king's frequent absences from the country.",40.480000000000004,0.0037649302227376036,50,-0.009879084682538293,0.004460718949797006,0.7493177545622002
"``The major political 
crisis in the country has been resolved and the political deadlock 
facing the nation has also come to an end,'' the king said in his 
statement.",88.32000000000001,0.0036754384083038548,77,-0.01746883506564782,0.004596064346037923,0.7553922106573366
The Senate will initially be appointed by the king.,18.400000000000002,0.00503787114349247,26,0.020303673958619078,0.00411052334354811,0.6831734471144201
"The 
agreement did not say how many seats there would be, nor how they 
would be divided.",9.200000000000001,0.002968202217857844,19,0.08460239345426923,0.003909108379435584,0.4160837551867885
The parties will hammer out details later.,1.84,0.002097901679645225,17,0.03154080133077408,0.004017017203486292,0.6065731901612463
"Pok Than, 
one of Ranariddh's negotiators, said the Senate would serve a mostly 
advisory role to the assembly.",25.76,0.002382277585254205,54,0.031823337209473335,0.003958560634436352,0.7384374893145457
"The senior Senate leaders will join 
those of the assembly, the prime minister and the country's top two 
Buddhist monks in a delicate balance of power on the council that 
will choose Cambodia's next king after Sihanouk dies.",105.80000000000001,0.0038419929634189863,123,0.04570250767110158,0.004714444440018048,0.6437562046372892
"The two parties 
said that the assembly would convene again Nov. 25.",31.28,0.0021360765307155425,25,0.04753095240563073,0.003990565116451299,0.7065211043885605
"The agreement 
came surprisingly quickly following Ranariddh's return Thursday from 
Thailand, where he had been holed up with other opposition figures 
for weeks amid fears for their safety if they stayed in Cambodia. 
",72.68,0.0041348222412301424,110,-0.03385267351337421,0.004646741028864508,0.7659562573990852
"The deal should allow rapid formation of a government between the 
CPP and Ranariddh's royalist FUNCINPEC to allow international donors 
and businesses to again operate in the poverty-stricken country, which 
is in desperate need of aid.",79.12,0.0023316290357473885,126,0.02857639492875358,0.004539321778599431,0.7682926484678654
"It could also hasten Cambodia's entry 
into the Association of Southeast Asian Nations, put on hold last 
year after Hun Sen deposed Ranariddh as co-prime minister in a bloody 
coup.",42.32,0.004630150272785059,109,0.01210766781758855,0.004805855958678885,0.7669564020019703
"Earlier, as both sides arrived at the Royal Palace for a second 
day of meetings, Sihanouk said they had agreed in principle to form 
a coalition and made ``important concessions.''",36.800000000000004,0.0023974204940213663,94,0.048416276063268,0.004615783379617508,0.760846695727855
"The king, the sole 
force in Cambodian politics able to broker a deal, pressured both 
sides to reach agreement before he leaves Saturday for medical treatment 
in Beijing.",50.6,0.0029112585463489027,102,0.025683008471925565,0.004663492045473495,0.7611950354224482
"Sihanouk reported that Hun Sen responded positively to 
a request by Ranariddh for five of his key supporters to receive political 
pardons.",23.92,0.007023482812575944,87,-0.018826016187233858,0.004511303706267585,0.7548229041084484
"All five were convicted of political crimes by courts that 
are widely seen as loyal to Hun Sen. The king has powers to grant 
pardons, but has awaited agreement from Hun Sen in politically sensitive 
cases.",46.0,0.003525267743426922,107,-0.020468898712329806,0.004665190061170656,0.7715745421582625
"Former battlefield enemies, the CPP and FUNCINPEC have been 
at loggerheads since the CPP narrowly won parliamentary elections 
in July.",10.120000000000001,0.005347796146826481,78,0.09688221917915969,0.0041607201327578764,0.7483031677470513
"The vote failed to put an end to instability that followed 
last year's coup.",28.52,0.004626407364135886,33,0.014819812089880665,0.004552984199636986,0.4259229781050813
"The CPP fell short of the two-thirds majority needed 
to form a government alone.",68.08,0.0030154203366662916,47,0.17429124629590287,0.004611842194824628,0.59764346912665
"Ranariddh's party and opposition ally 
Sam Rainsy held back their support, claiming the CPP won due to fraud 
and intimidation.",125.12,0.005438998966735168,84,-0.04240087669449474,0.004691533888943447,0.757609444007957
"The opposition organized protests in Phnom Penh 
seeking Hun Sen's ouster that were violently dispersed.",40.480000000000004,0.003196370238937618,67,-0.05515328926219213,0.004046102122138673,0.7532775467864257
"Sam Rainsy, 
under investigation by a Phnom Penh court for his role in the demonstrations, 
has remained abroad.",11.040000000000001,0.004634890707209519,65,-0.08716814312649492,0.00446722495600236,0.748597317882112
"His 15 seats in the 122-seat assembly are irrelevant 
to forming a working government. 
 
",60.720000000000006,0.0037002367240339747,50,0.16163151372243703,0.00442432668158828,0.7431909434022153
"Cambodian politicians expressed hope Monday that a new partnership 
between the parties of strongman Hun Sen and his rival, Prince Norodom 
Ranariddh, in a coalition government would not end in more violence. 
",70.84,0.006223032444687341,124,0.01175905081157354,0.004731221816812179,0.7679928149546651
"Hun Sen and Ranariddh, co-prime ministers in a coalition formed in 
1993 after a landmark U.N.-sponsored election, often clashed over 
power-sharing and the integration of guerrilla fighters from the crumbling 
Khmer Rouge.",43.24,0.00625631575031545,134,0.03805184617747145,0.004726074603621509,0.4165054463504529
"Their arguments turned bloody last year when Hun Sen 
ousted Ranariddh in a coup.",15.64,0.003532035810520799,45,-0.0176935166393206,0.004344737692274815,0.7402498310461703
"The prince fled Cambodia and did not return 
until a few months before elections in July.",30.360000000000003,0.005329435082516995,41,0.0389174891950896,0.004524833436449984,0.7194143675971141
"Hun Sen's Cambodian People's 
Party narrowly won the polls, but a strong second-place finish by 
Ranariddh's FUNCINPEC gave the royalist party leverage in post-election 
negotiations.",80.04,0.005970327169157661,133,0.049208969264088104,0.004767596186560717,0.769461447253496
"After a three-month impasse, they agreed last week to 
a coalition deal that will make Hun Sen sole prime minister and Ranariddh 
president of the National Assembly.",80.04,0.007035151527627204,101,0.10293828147977206,0.004890685380074205,0.7624563312396844
"``This will not be a repetition 
of 1993 because there will not be two prime ministers,'' said Hun 
Sen aide Prak Sokhon, who attended last week's summit.",46.0,0.00531289022858204,63,0.007166814900079116,0.004246609507216535,0.7541316284713645
"``When we had 
two prime ministers, everything moved very slowly and decisions were 
made more politically than technically.''",23.0,0.002589358245906473,57,0.032166379077842054,0.00451731093628667,0.730189713471601
"Ranariddh said Saturday 
that the two parties agreed to keep the ministries of interior and 
defense under co-ministers.",11.040000000000001,0.003740850642518653,61,0.035175085709313825,0.004636824139018203,0.733919120544448
"Senior FUNCINPEC official Ahmad Yahya 
revealed Monday that it was also agreed that the CPP would control 
the foreign affairs and finance portfolios.",9.200000000000001,0.0067383728853320285,89,0.03513381032142336,0.004531316205457629,0.7606151076213385
"FUNCINPEC will take justice 
and information.",3.68,0.0020368032307655354,27,0.025424844533912135,0.0039034344849285542,0.6442478619479413
"The parties are to form working groups this week 
to divide remaining government posts and draft a constitutional amendment 
to form a new Senate.",95.68,0.005550022539734122,86,0.10573624291116696,0.004647893856663933,0.7620452296718946
"Hun Sen and Ranariddh are scheduled to meet 
Nov. 23 _ two days before parliament reopens _ to review the results 
of the working groups and give their final approval, Ahmad Yahya said. 
",36.800000000000004,0.005309931518598132,99,0.0017565526030736802,0.004725627862842283,0.7684246486964159
"Their ability to repair their relationship and work together will 
be the key to a stable coalition.",23.92,0.002190276261614296,47,0.024487603636876295,0.004012327290550354,0.7309458507760676
"``I consider this a remarriage,'' 
Ahmad Yahya said.",1.84,0.00219726268547948,20,0.0043683360251819585,0.0015768695777387998,0.6389736011252145
"``They have to be careful with the way they work 
and what they say.",7.36,0.002998472532629098,11,0.023660282967397896,0.0033089510365144595,0.5952660240219361
"They will have to compromise to achieve results.'' 
",7.36,0.0026530309685297328,23,-0.004409632957164692,0.003845866771763489,0.6590455312899812
"Ranariddh's ally, Sam Rainsy, whose party placed a distant third in 
the election, was left out of last week's deal.",118.68,0.006374868662831995,56,-0.015514296653257448,0.004650364722003927,0.7384095967012421
